"Наименование","ДатаПоставки","Цена","ОбъемЗаказа"
"Вал  3536.11.01.002","2019-06-10 00:00:00","321656,051","24"
"Вал  3536.11.01.002","2018-03-26 00:00:00","195541,4013","1"
"Вал  3536.22.01.001СБ","2019-05-20 00:00:00","140127,3885","4"
"Вал  3536.22.01.001СБ","2019-01-21 00:00:00","233852,8662","4"
"Вал  3536.22.01.001СБ","2019-01-30 00:00:00","100636,9427","4"
"Вал  3536.22.01.001СБ","2018-08-30 00:00:00","125668,7898","1"
"Вал  3536.22.01.050","2019-06-09 00:00:00","996815,2866","4"
"Вал  3536.22.01.050","2019-08-10 00:00:00","611464,9682","2"
"Вал  3536.22.01.050","2018-08-10 00:00:00","611464,9682","2"
"Вал  3536.22.01.050","2018-07-20 00:00:00","1606964,968","1"
"Вал  3536.22.01.050","2017-12-29 00:00:00","717857,4459","1"
"Вал  3536.22.01.050","2018-06-30 00:00:00","611464,9682","1"
"Вал  3536.22.01.050","2018-04-30 00:00:00","611464,9682","2"
"Вал  3536.22.01.050","2018-06-10 00:00:00","1606964,968","1"
"Вал  3536.22.01.050","2019-01-21 00:00:00","1735522,293","4"
"Вал  3536.22.01.050","2018-06-15 00:00:00","1606964,968","1"
"Вал  3536.22.01.050","2019-03-31 00:00:00","942675,1592","4"
"Вал  3537.11.01.029","2018-05-15 00:00:00","20796,17834","2"
"Вал  3537.11.01.029","2018-03-05 00:00:00","20796,17834","2"
"Вал  3537.11.01.029","2018-12-15 00:00:00","36761,1465","3"
"Вал  3537.11.01.029","2019-05-10 00:00:00","37326,75159","15"
"Вал  3537.11.01.029","2018-03-10 00:00:00","20796,17834","3"
"Вал  3537.11.01.029","2019-01-30 00:00:00","21019,10828","15"
"Вал 1080.05.341-1","2019-10-16 00:00:00","50159,23567","1"
"Вал 1080.05.341-1","2019-10-15 00:00:00","50159,23567","1"
"Вал 1080.05.379","2019-10-15 00:00:00","136624,2038","2"
"Вал 1080.05.379","2019-10-16 00:00:00","136624,2038","2"
"Вал 1080.28.01СБ ","2021-02-10 00:00:00","31847,13376","1"
"Вал 1080.28.01СБ ","04.02.2021","31847,13376","1"
"ВАЛ 1080.28.19-1","2017-04-25 00:00:00","14968,15287","1"
"Вал 1080.28.19-1 ","2019-10-15 00:00:00","49044,58599","2"
"Вал 1080.28.19-1 ","2019-11-15 00:00:00","49044,58599","2"
"Вал 1080.33.51","31.10.2018","35031,84713","1"
"Вал 1080.33.51","2019-11-15 00:00:00","42796,17834","1"
"Вал 1080.33.51","2020-10-15 00:00:00","42796,17834","1"
"Вал 1080.33.51","21.09.2020","42796,17834","1"
"Вал 1080.33.51","31.10.2019","42796,17834","1"
"ВАЛ 1080.33.51","2015-08-31 00:00:00","9171,974522","2"
"ВАЛ 1080.33.51","2016-07-10 00:00:00","11178,34395","2"
"ВАЛ 1080.33.51-2","2015-08-31 00:00:00","9171,974522","2"
"Вал 1080.33.51-2 ","2021-05-10 00:00:00","42796,17834","2"
"Вал 1080.33.51-2 ","2020-09-30 00:00:00","10350,31847","1"
"Вал 1080.33.51-2 ","2020-10-20 00:00:00","10350,31847","1"
"Вал 1080.33.51-2 ","2021-05-12 00:00:00","42796,17834","1"
"Вал 1080.33.57 ","2020-12-31 00:00:00","33439,49045","1"
"Вал 1080.33.57 ","22.12.2020","33439,49045","1"
"Вал 1085.20.402","11.03.2019","70063,69427","1"
"Вал 1085.20.402","2019-03-29 00:00:00","70063,69427","1"
"Вал 1085.55.350-1СБ ","2019-12-15 00:00:00","130140,1274","1"
"Вал 1085.55.350-1СБ ","31.10.2019","130140,1274","1"
"Вал 3519.05.02.007","2020-01-30 00:00:00","168789,8089","3"
"Вал 3519.05.02.007","2020-01-30 00:00:00","168789,8089","4"
"Вал 3519.05.02.007","2019-04-30 00:00:00","168789,8089","3"
"Вал 3519.05.02.007","2022-03-20 00:00:00","184713,3758","3"
"Вал 3519.05.02.007","2021-11-20 00:00:00","184713,3758","4"
"Вал 3519.05.02.007","2020-01-30 00:00:00","168789,8089","5"
"Вал 3519.05.02.007","2019-02-04 00:00:00","272942,6752","1"
"Вал 3519.05.02.007","2018-12-25 00:00:00","130573,2484","1"
"Вал 3519.05.02.007","2019-08-30 00:00:00","168789,8089","2"
"Вал 3519.05.02.007","2019-09-30 00:00:00","168789,8089","3"
"Вал 3519.05.02.007","2019-09-30 00:00:00","168789,8089","1"
"Вал 3519.05.02.007","2019-11-15 00:00:00","168789,8089","3"
"Вал 3519.05.02.007","2019-06-30 00:00:00","168789,8089","3"
"Вал 3519.05.02.007","2019-06-20 00:00:00","168789,8089","6"
"Вал 3519.05.02.007","2019-05-30 00:00:00","168789,8089","3"
"Вал 3519.05.02.007","2019-02-04 00:00:00","277139,4904","1"
"Вал 3519.05.02.007","2019-02-15 00:00:00","130573,2484","1"
"Вал 3519.05.02.007","2021-01-20 00:00:00","168789,8089","1"
"Вал 3519.05.02.007 ","10.08.2019","168789,8089","5"
"Вал 3519.05.02.007 ","06.10.2021","184713,3758","4"
"Вал 3519.05.02.007 ","16.01.2020","168789,8089","5"
"Вал 3519.05.02.007 ","11.09.2019","168789,8089","3"
"Вал 3519.05.02.007 ","30.07.2019","168789,8089","2"
"Вал 3519.05.02.007 ","24.06.2019","168789,8089","2"
"Вал 3519.05.02.007 ","31.05.2019","168789,8089","2"
"Вал 3519.05.02.007 ","02.03.2019","168789,8089","3"
"Вал 3519.05.02.007 ","04.02.2019","130573,2484","1"
"Вал 3519.05.02.007 ","21.03.2018","246867,5159","1"
"Вал 3519.05.02.007 ","16.06.2018","111464,9682","1"
"Вал 3519.05.02.007 ","26.03.2018","246867,5159","2"
"Вал 3519.05.02.007 ","14.10.2018","80891,71975","3"
"Вал 3519.05.02.062","2021-08-10 00:00:00","127388,535","3"
"Вал 3519.05.02.062","15.05.2019","122292,9936","1"
"Вал 3519.05.02.062","2019-04-15 00:00:00","122292,9936","1"
"Вал 3519.05.02.062","17.01.2019","281943,3121","1"
"Вал 3519.05.02.062","2019-08-20 00:00:00","122292,9936","1"
"Вал 3519.05.02.062","23.08.2021","127388,535","1"
"Вал 3519.05.02.062","2019-03-15 00:00:00","122292,9936","2"
"Вал 3519.05.02.062","05.03.2019","122292,9936","2"
"Вал 3519.05.02.062","2019-06-10 00:00:00","122292,9936","1"
"Вал 3519.05.02.062","2019-05-15 00:00:00","122292,9936","1"
"ВАЛ 3519.05.02.062 ВЕДУЩ","2018-01-15 00:00:00","219885,3503","5"
"ВАЛ 3519.05.02.062 ВЕДУЩ","2017-11-30 00:00:00","219885,3503","5"
"ВАЛ 3519.05.02.062 ВЕДУЩ","2016-08-05 00:00:00","111464,9682","1"
"ВАЛ 3519.05.02.062 ВЕДУЩ","2016-02-15 00:00:00","111464,9682","6"
"Вал 3519.05.02.083","2019-06-30 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","2019-07-20 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","06.04.2020","264331,2102","1"
"Вал 3519.05.02.083","2019-10-30 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","2020-01-30 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","12.07.2021","264331,2102","2"
"Вал 3519.05.02.083","26.02.2020","264331,2102","1"
"Вал 3519.05.02.083","2019-11-15 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","2019-07-15 00:00:00","235668,7898","2"
"Вал 3519.05.02.083","19.02.2021","264331,2102","1"
"Вал 3519.05.02.083","04.02.2020","264331,2102","2"
"Вал 3519.05.02.083","16.04.2021","264331,2102","2"
"Вал 3519.05.02.083","2022-08-05 00:00:00","280254,7771","4"
"Вал 3519.05.02.083","2021-10-05 00:00:00","264331,2102","3"
"Вал 3519.05.02.083","2020-04-15 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","2021-10-20 00:00:00","280254,7771","2"
"Вал 3519.05.02.083","2020-01-30 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","2020-01-30 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","2022-08-20 00:00:00","315286,6242","4"
"Вал 3519.05.02.083","03.02.2020","264331,2102","1"
"Вал 3519.05.02.083","2021-10-20 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","2021-10-05 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","16.01.2020","264331,2102","2"
"Вал 3519.05.02.083","2022-09-05 00:00:00","280254,7771","4"
"Вал 3519.05.02.083","03.05.2018","197452,2293","3"
"Вал 3519.05.02.083","2021-10-05 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","2021-04-30 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","19.09.2019","264331,2102","1"
"Вал 3519.05.02.083","01.02.2020","264331,2102","1"
"Вал 3519.05.02.083","2019-06-30 00:00:00","264331,2102","1"
"Вал 3519.05.02.083","11.02.2019","171974,5223","1"
"Вал 3519.05.02.083","2020-02-28 00:00:00","264331,2102","2"
"Вал 3519.05.02.083","02.03.2018","367116,5605","1"
"Вал 3519.05.02.083","29.10.2021","280254,7771","2"
"Вал 3519.05.02.083","2020-02-15 00:00:00","264331,2102","3"
"Вал 3519.05.02.083","2019-07-30 00:00:00","264331,2102","1"
"Вал 3532.10.01.011","2019-08-25 00:00:00","112101,9108","2"
"Вал 3532.10.01.011","2019-12-30 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2020-05-10 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2019-08-30 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2019-10-30 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2019-11-10 00:00:00","112101,9108","2"
"Вал 3532.10.01.011","2019-02-28 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2021-05-12 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2021-11-15 00:00:00","121019,1083","1"
"Вал 3532.10.01.011","2019-08-30 00:00:00","128025,4777","2"
"Вал 3532.10.01.011","2021-07-20 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2021-11-15 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","15.05.2018","115923,5669","1"
"Вал 3532.10.01.011","10.04.2019","112101,9108","1"
"Вал 3532.10.01.011","2019-04-30 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","12.07.2021","112101,9108","1"
"Вал 3532.10.01.011","2019-06-05 00:00:00","112101,9108","2"
"Вал 3532.10.01.011","29.10.2021","121019,1083","1"
"Вал 3532.10.01.011","04.06.2019","128025,4777","2"
"Вал 3532.10.01.011","2019-06-30 00:00:00","112101,9108","1"
"Вал 3532.10.01.011","2021-11-10 00:00:00","121019,1083","1"
"Вал 3532.10.01.011","2019-03-15 00:00:00","128025,4777","2"
"Вал 3532.10.01.011","11.03.2020","112101,9108","1"
"Вал 3532.10.01.011","20.02.2021","112101,9108","1"
"Вал 3532.10.01.011","27.10.2021","121019,1083","1"
"Вал 3532.10.01.011","2020-10-30 00:00:00","112101,9108","1"
"Вал 3536.08.01.001","2020-05-25 00:00:00","81528,66242","1"
"Вал 3536.08.01.001","03.04.2020","81528,66242","1"
"Вал 3536.08.01.001","2021-06-15 00:00:00","85987,26115","1"
"Вал 3536.08.01.001","2021-10-25 00:00:00","85987,26115","1"
"Вал 3536.08.01.001","2020-09-30 00:00:00","82802,54777","1"
"Вал 3536.08.01.001","2022-07-05 00:00:00","92356,6879","1"
"Вал 3536.08.01.001","2021-12-15 00:00:00","92356,6879","1"
"Вал 3536.08.01.001","21.10.2021","92356,6879","1"
"Вал 3536.08.01.001","19.09.2020","81528,66242","1"
"Вал 3536.08.01.001","2020-09-10 00:00:00","81528,66242","1"
"Вал 3536.08.01.001","2021-10-15 00:00:00","92356,6879","1"
"Вал 3536.08.01.001","24.10.2018","168789,8089","1"
"Вал 3536.08.01.001","2022-05-06 00:00:00","92356,6879","1"
"Вал 3536.08.01.001","30.09.2020","82802,54777","1"
"Вал 3536.08.01.001","2021-05-13 00:00:00","81528,66242","1"
"Вал 3536.08.01.001","2020-05-25 00:00:00","81528,66242","1"
"Вал 3536.08.01.001","27.10.2021","85987,26115","1"
"Вал 3536.10.01.200","2022-01-14 00:00:00","859872,6115","1"
"Вал 3536.10.01.200","2021-04-05 00:00:00","901273,8854","1"
"Вал 3536.10.01.200","10.11.2021","859872,6115","1"
"Вал 3536.10.01.200","2020-02-28 00:00:00","901273,8854","1"
"Вал 3536.10.01.200","2018-12-20 00:00:00","1271504,459","1"
"Вал 3536.10.01.200","2021-12-20 00:00:00","859872,6115","1"
"Вал 3536.10.01.201","2020-03-30 00:00:00","210191,0828","1"
"Вал 3536.10.01.201","2021-06-15 00:00:00","210191,0828","1"
"Вал 3536.10.01.201","11.06.2021","210191,0828","1"
"Вал 3536.11.01.002","2020-10-25 00:00:00","264331,2102","4"
"Вал 3536.11.01.002","31.05.2018","150318,4713","1"
"Вал 3536.11.01.002","2022-01-25 00:00:00","190764,3312","4"
"Вал 3536.11.01.002","31.08.2018","150318,4713","1"
"Вал 3536.11.01.002","29.03.2019","238853,5032","2"
"Вал 3536.11.01.002","31.08.2019","238853,5032","1"
"Вал 3536.11.01.002","12.06.2020","264331,2102","2"
"Вал 3536.11.01.002","2021-08-05 00:00:00","179426,7516","1"
"Вал 3536.11.01.002","19.09.2020","264331,2102","2"
"Вал 3536.11.01.002","13.07.2018","321656,051","4"
"Вал 3536.11.01.002","2019-09-15 00:00:00","238853,5032","2"
"Вал 3536.11.01.002","08.08.2018","207101,9108","2"
"Вал 3536.11.01.002","30.01.2019","156050,9554","1"
"Вал 3536.11.01.002","2022-10-20 00:00:00","247006,3694","2"
"Вал 3536.11.01.002","2019-09-15 00:00:00","238853,5032","1"
"Вал 3536.11.01.002","15.05.2019","156050,9554","1"
"Вал 3536.11.01.002","15.05.2019","156050,9554","1"
"Вал 3536.11.01.002","31.05.2019","170063,6943","4"
"Вал 3536.11.01.002","06.08.2019","156050,9554","1"
"Вал 3536.11.01.002","15.07.2019","170063,6943","2"
"Вал 3536.11.01.002","30.09.2020","264331,2102","2"
"Вал 3536.11.01.002","30.09.2020","264331,2102","2"
"Вал 3536.11.01.002","2019-04-10 00:00:00","238853,5032","2"
"Вал 3536.11.01.002","25.10.2021","247006,3694","1"
"Вал 3536.11.01.002","22.10.2021","321656,051","2"
"Вал 3536.11.01.002","2019-05-10 00:00:00","238853,5032","2"
"Вал 3536.11.01.002","2019-06-10 00:00:00","238853,5032","2"
"Вал 3536.11.01.002","2019-07-20 00:00:00","238853,5032","1"
"Вал 3536.11.01.002","2019-03-15 00:00:00","170063,6943","4"
"Вал 3536.11.01.002","2020-03-15 00:00:00","238853,5032","1"
"Вал 3536.11.01.002","2021-05-05 00:00:00","264331,2102","4"
"Вал 3536.11.01.002","2021-10-25 00:00:00","247006,3694","1"
"Вал 3536.11.01.002","2019-07-15 00:00:00","170063,6943","4"
"Вал 3536.11.01.002","2021-10-20 00:00:00","190764,3312","2"
"Вал 3536.11.01.002","2019-06-15 00:00:00","170063,6943","2"
"Вал 3536.11.01.002","2020-06-12 00:00:00","264331,2102","2"
"Вал 3536.11.01.002","2021-03-20 00:00:00","264331,2102","2"
"Вал 3536.11.01.002","2018-12-06 00:00:00","321656,051","1"
"Вал 3536.11.01.002","2020-10-01 00:00:00","264331,2102","2"
"Вал 3536.11.01.002","2020-10-15 00:00:00","264331,2102","2"
"Вал 3536.11.01.002","2022-08-10 00:00:00","321656,051","1"
"Вал 3536.11.01.002","2021-10-22 00:00:00","321656,051","2"
"Вал 3536.22.01.001СБ","2019-04-15 00:00:00","100636,9427","1"
"Вал 3536.22.01.001СБ","03.03.2021","111464,9682","1"
"Вал 3536.22.01.001СБ","2019-11-26 00:00:00","100636,9427","1"
"Вал 3536.22.01.001СБ","2021-02-10 00:00:00","54787,89809","1"
"Вал 3536.22.01.001СБ","2019-02-15 00:00:00","100636,9427","1"
"Вал 3536.22.01.001СБ","03.07.2019","100636,9427","1"
"Вал 3536.22.01.001СБ","2021-03-05 00:00:00","111464,9682","1"
"Вал 3536.22.01.001СБ","2019-07-15 00:00:00","100636,9427","1"
"Вал 3536.22.01.001СБ","01.05.2019","100636,9427","2"
"Вал 3536.22.01.050","2019-05-15 00:00:00","942675,1592","1"
"Вал 3536.22.01.050","2019-03-15 00:00:00","732484,0764","1"
"Вал 3536.22.01.050","20.02.2020","942675,1592","1"
"Вал 3536.22.01.050","2020-02-20 00:00:00","942675,1592","1"
"Вал 3536.22.01.050","2019-12-15 00:00:00","984076,4331","1"
"Вал 3536.22.01.050","2019-05-15 00:00:00","942675,1592","1"
"Вал 3536.22.01.050","2019-05-30 00:00:00","942675,1592","1"
"Вал 3537.11.01.029","16.04.2019","21019,10828","4"
"Вал 3537.11.01.029","2019-02-15 00:00:00","21019,10828","4"
"Вал 3537.11.01.029","02.04.2018","20796,17834","5"
"Вал 3537.11.01.029","18.01.2019","21019,10828","4"
"Вал 3537.11.01.029","2020-01-15 00:00:00","21019,10828","5"
"Вал 3537.11.01.029","2019-04-15 00:00:00","21019,10828","4"
"Вал 3537.11.01.029","03.07.2019","21019,10828","4"
"Вал 3537.11.01.029","14.01.2020","21019,10828","4"
"Вал 3537.11.01.029","2019-07-17 00:00:00","21019,10828","4"
"Вал 3537.67.05.150 ","11.01.2021","375796,1783","1"
"Вал 3537.67.05.150 ","21.05.2021","375796,1783","1"
"Вал 3537.67.05.150 ","2021-03-20 00:00:00","375796,1783","1"
"Вал 3537.67.05.150 ","2021-07-20 00:00:00","375796,1783","1"
"Вал 3548.10.01.001-01 ","17.05.2018","115796,1783","1"
"Вал 3548.10.01.001-01 ","2018-08-15 00:00:00","115796,1783","1"
"ВАЛ 3548.10.01.002-01 ШЕСТЕРНЯ","2017-06-30 00:00:00","116868,7898","1"
"ВАЛ 3548.10.01.002-01 ШЕСТЕРНЯ","2017-06-16 00:00:00","116868,7898","1"
"ВАЛ 3548.10.01.002-01 ШЕСТЕРНЯ","2017-04-25 00:00:00","37006,36943","2"
"Вал 3548.10.01.040-01 ","26.10.2018","293759,8726","2"
"ВАЛ 3548.10.01.040-01 В СБОРЕ","2018-10-05 00:00:00","293759,8726","2"
"ВАЛ 3548.10.01.040-01 В СБОРЕ","2017-03-25 00:00:00","293759,8726","2"
"Вал 3549.10.03.100СБ ","03.09.2021","1318471,338","1"
"Вал 3549.10.03.100СБ ","2021-09-06 00:00:00","1318471,338","1"
"Вал 3572.05.10.150","2019-04-15 00:00:00","194267,5159","2"
"Вал 3572.05.10.150","2021-12-20 00:00:00","218178,3439","4"
"Вал 3572.05.10.150","03.09.2021","194267,5159","1"
"Вал 3572.05.10.150","15.08.2019","194267,5159","1"
"Вал 3572.05.10.150","05.08.2019","194267,5159","2"
"Вал 3572.05.10.150","29.04.2019","194267,5159","1"
"Вал 3572.05.10.150","13.07.2018","350657,9618","3"
"Вал 3572.05.10.150","10.07.2018","174522,293","1"
"Вал 3572.05.10.150","14.01.2020","194267,5159","2"
"Вал 3572.05.10.150","22.07.2019","194267,5159","3"
"Вал 3572.05.10.150","01.05.2019","194267,5159","3"
"Вал 3572.05.10.150","23.10.2018","350657,9618","3"
"Вал 3572.05.10.150","2021-07-20 00:00:00","194267,5159","2"
"Вал 3572.05.10.150","2020-07-20 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2020-07-10 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2020-07-20 00:00:00","224416,3248","1"
"Вал 3572.05.10.150","2020-07-05 00:00:00","194267,5159","5"
"Вал 3572.05.10.150","2020-01-15 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2020-01-15 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2019-08-30 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2021-09-10 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2019-07-25 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2019-07-15 00:00:00","194267,5159","2"
"Вал 3572.05.10.150","2019-03-30 00:00:00","194267,5159","1"
"Вал 3572.05.10.150","2019-03-15 00:00:00","194267,5159","3"
"Вал 3572.05.10.150","2021-12-01 00:00:00","219745,2229","1"
"Вал 3572.05.10.150","2019-07-15 00:00:00","194267,5159","3"
"Вал 3572.05.10.150","2020-01-15 00:00:00","194267,5159","2"
"Вал 3572.05.10.200","2020-07-20 00:00:00","265173,2484","1"
"Вал 3572.05.10.200","2019-05-30 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","2019-05-30 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","2019-11-30 00:00:00","262547,7707","5"
"Вал 3572.05.10.200","2019-03-30 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","21.06.2021","245222,9299","1"
"Вал 3572.05.10.200","2019-07-30 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","23.03.2018","254617,8344","2"
"Вал 3572.05.10.200","12.09.2019","262547,7707","2"
"Вал 3572.05.10.200","2021-10-15 00:00:00","213375,7962","1"
"Вал 3572.05.10.200","13.07.2021","245222,9299","2"
"Вал 3572.05.10.200","2019-09-30 00:00:00","262547,7707","2"
"Вал 3572.05.10.200","22.11.2019","262547,7707","3"
"Вал 3572.05.10.200","2019-02-20 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","10.04.2018","254777,0701","2"
"Вал 3572.05.10.200","04.02.2020","262547,7707","1"
"Вал 3572.05.10.200","2020-07-20 00:00:00","262547,7707","4"
"Вал 3572.05.10.200","2019-10-30 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","11.12.2019","262547,7707","1"
"Вал 3572.05.10.200","2019-12-30 00:00:00","262547,7707","1"
"Вал 3572.05.10.200","26.02.2020","262547,7707","1"
"Вал 3572.05.10.200","2021-08-20 00:00:00","245222,9299","1"
"Вал 3572.05.10.200","06.04.2020","262547,7707","2"
